# wavelength[micron] ave ave_unc ave_fit intercept slope std
1.7500000000000009 0.1453346610069275 0.01250755600631237 0.14807990367215648 0.13911541312284362 -0.43856337330653 0.033805184503484506
1.800000000000001 0.14088815450668335 0.013930638320744038 0.14111577233296935 0.13229799966703115 -0.4310050977646393 0.03303487267830152
1.950000000000001 0.1248449832201004 0.012057552114129066 0.12306466161623147 0.11469642798848592 -0.40779614378003787 0.030031495507543138
2.000000000000001 0.12335485965013504 0.011307507753372192 0.11785053898808834 0.10963216488060923 -0.3946732749077495 0.029309921008456932
2.050000000000001 0.11623390018939972 0.010758263990283012 0.11297804980694574 0.10490842856998524 -0.3774289472350379 0.02890542747312936
2.1000000000000014 0.11041470617055893 0.01066792756319046 0.1084172744725884 0.10049483113912377 -0.359447679523048 0.028643538639354725
2.1500000000000012 0.10572405904531479 0.010483812540769577 0.10414154315296618 0.09636433401672452 -0.34459332089701705 0.028309586526726327
2.200000000000001 0.10169923305511475 0.010090434923768044 0.10012701752058939 0.09249281170862922 -0.3350912115368282 0.02774709236527001
2.2500000000000013 0.09727145731449127 0.00976477935910225 0.09635233435342751 0.08885868071024246 -0.33243152075545834 0.02683641078242399
2.3000000000000016 0.09488268941640854 0.009770119562745094 0.09279830071342374 0.08544258266742193 -0.33560200446338684 0.025751048668593214
2.3500000000000014 0.0934760719537735 0.009494960308074951 0.08944763230726259 0.08222711287853528 -0.3413478800626229 0.024927243120635614
2.4000000000000012 0.08958634734153748 0.01015640888363123 0.08628472814583905 0.07919658684666815 -0.34717081439502273 0.024645613667990934
2.4500000000000015 0.08077102154493332 0.010427696630358696 0.08329547583334436 0.07633683888720007 -0.3530712163512623 0.02469376919955139
2.5000000000000018 0.0773744136095047 0.010427264496684074 0.08046708279722875 0.07363504784060897 -0.35940257677260384 0.024803503628865468
2.900000000000002 0.062208935618400574 0.011921234428882599 0.06243052137071296 0.05650855031157689 -0.38484091511759994 0.022419200457640318
2.950000000000002 0.05838632583618164 0.012179081328213215 0.06063202957347759 0.054811580583965284 -0.37897015356893327 0.02128806856934981
3.0000000000000018 0.06071946769952774 0.010270180180668831 0.05891428603945015 0.053192824091525384 -0.3697967992934651 0.019884536161199784
3.0500000000000016 0.06040675938129425 0.009894020855426788 0.05727240851097568 0.05164746087499708 -0.3573999143665085 0.01835529131549092
3.1000000000000023 0.05868978053331375 0.00926880817860365 0.055701883477420694 0.05017104048931601 -0.34231319377675257 0.01701550419055954
3.150000000000002 0.05734163150191307 0.008312576450407505 0.054198532944692304 0.04875944829432483 -0.32509316401877364 0.0161868269745872
3.200000000000002 0.05743248760700226 0.008834531530737877 0.052758484669129614 0.04740887529628209 -0.3068337014256937 0.01602584987258519
3.2500000000000018 0.05548414587974548 0.00827781856060028 0.051378145447125885 0.046115791117575196 -0.2897897497880674 0.016332508851729745
3.3000000000000025 0.0543593093752861 0.008915933780372143 0.05005417710547142 0.04487691972794282 -0.2763676522368168 0.016860233351086055
3.3500000000000023 0.050976552069187164 0.0073979683220386505 0.04878347488330938 0.04368921761830021 -0.2686703617449647 0.01738577755788216
3.400000000000002 0.04961492121219635 0.007209553383290768 0.047563147935978295 0.04254985413921129 -0.26609685106156633 0.01789377866451
3.450000000000002 0.04660521820187569 0.007423666771501303 0.046390501724885166 0.04145619376123129 -0.26662650816459765 0.0184780120684716
3.5000000000000027 0.042605940252542496 0.0075402227230370045 0.045263022086747685 0.04040578004463276 -0.2682261577417589 0.019233218784471273
3.5500000000000025 0.039118602871894836 0.008310800418257713 0.0441783608007679 0.03939632113216828 -0.2692232705904128 0.02021643856944332
3.6000000000000023 0.040154099464416504 0.008504848927259445 0.043134322494137754 0.03842567660112982 -0.26926276095404816 0.021346988150379498
3.650000000000002 0.03868474066257477 0.008353392593562603 0.0421288527452257 0.03749184553055969 -0.2682902897229181 0.022512744772327023
3.700000000000003 0.03910627216100693 0.008346542716026306 0.041160027260267254 0.036592955656485 -0.2662515177872755 0.023601585680333107
3.7500000000000027 0.036803197115659714 0.00992697011679411 0.040226042013734135 0.03572725350285725 -0.2630921060373738 0.024501388119444936
3.8000000000000025 0.03577055782079697 0.008616030216217041 0.03932520425508316 0.034893095388791436 -0.25875771536346603 0.02510002933470972
3.8500000000000023 0.033370956778526306 0.009008757770061493 0.03845592429554086 0.03408893922398059 -0.2531940066558051 0.025285386571174663
3.900000000000003 0.035590704530477524 0.008728405460715294 0.037616707998176506 0.03331333701403375 -0.24634664080464408 0.02494533707388695
3.950000000000003 0.03158818557858467 0.008854329586029053 0.03680614990293947 0.03256492800614294 -0.23816127870023637 0.023967758087893816
4.000000000000003 0.0323454812169075 0.007827924564480782 0.036022926925741695 0.03184243241308689 -0.2285835812328348 0.022240526858242442
#4.600000000000003 0.020721077919006348 0.0123629504814744 0.028365304343415398 0.024816618979930278 0.014730382637369921 -0.09777180570573474
#4.650000000000003 0.014134478755295277 0.00842890702188015 0.027845750425092033 0.024342667447489297 0.04735329881065642 -0.11944768680364748
#4.700000000000004 0.013677984476089478 0.011387539096176624 0.02734111824987759 0.02388269252193824 0.08212929788339629 -0.14344293871455804
#4.7500000000000036 0.0008196234703063965 0.0122400913387537 0.026850827276501024 0.023436139850550698 0.11911271896533204 -0.16986968419341864
#4.800000000000003 0.0116434870287776 0.010735495015978813 0.02637432534032967 0.02300248259038286 0.15835790116621062 -0.19884004599518212
#4.900000000000003 0.01699981652200222 0.0067697190679609776 0.025460611932311365 0.022171874791868693 0.2438509053637894 -0.26486010958722894
#4.950000000000004 0.019882643595337868 0.011293336749076843 0.02502242359501724 0.02177399396844514 0.29020740557998437 -0.3021340568874191
